Step 1,Step 2,Step 3,User Name,title,Bin Category,Quarter-Year,Week Number,Week Start Date,Week End Date,Count,capstone_name
/shared/EA Specialists/Customer/Private Rebates/Monthly Private Rebates/West/Cornerstone Roofing/Cornerstone Roofing Dashboard,/shared/Regional Analytics/Northeast Region/District Share/Level4_Table1_110624/level_4_dashboard_110624,/shared/EA Specialists/Customer/Top Customers/Top 200 Customers Dashboard,PA066258,Enterprise Analytics Analyst,Power User,2024Q4,Week 6,2024-11-05,2024-11-11,1,Patricia Anderson DDS
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Pricing Analytics,AW018002,Enterprise Analytics Manager,Power User,2023Q3,Week 9,2023-08-26,2023-09-01,1,Aaron Wade
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Pricing Analytics,CC029811,"Sr Manager, Enterprise Analytics Engineering",Power User,2023Q3,Week 4,2023-07-22,2023-07-28,1,Cory Cook
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Pricing Analytics,KW077939,ABC Branch Manager,Power User,2023Q3,Week 9,2023-08-26,2023-09-01,1,Kenneth Williams
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Pricing Analytics,RO003065,ABC Branch Manager,Power User,2023Q3,Week 4,2023-07-22,2023-07-28,1,Rodney Owens
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Pricing Analytics,SH025709,ABC Branch Manager,Power User,2023Q4,Week 4,2023-10-22,2023-10-28,1,Shelby Harris
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Sales and GP,AM026049,ABC District Manager,Power User,2024Q1,Week 12,2024-03-18,2024-03-24,1,Allison Miles
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Sales and GP,AW018002,Enterprise Analytics Manager,Power User,2023Q2,Week 10,2023-06-03,2023-06-09,1,Aaron Wade
/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Northeast/Chris Van Mol - J A Myers Building/Chris Van Mol - J A Myers Build,/shared/EA Specialists/Customer/Private Rebates/Monthly Private Rebates/Southeast/Southern Siding & Gutters/Southern Siding & Gutters Dashboard,/shared/EA Specialists/Customer/Private Rebates/Monthly Private Rebates/Southeast/Apex Roofing/Apex Roofing Dashboard,PA066258,Enterprise Analytics Analyst,Power User,2024Q2,Week 1,2024-04-01,2024-04-07,1,Patricia Anderson DDS
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Sales and GP,CA032929,ABC Branch Manager,Regular User,2024Q1,Week 8,2024-02-19,2024-02-25,1,Cristina Allen
/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Northeast/Chris Van Mol - J A Myers Building/Chris Van Mol - J A Myers Build,/shared/EA Specialists/Customer/Private Rebates/Monthly Private Rebates/Southeast/Southern Siding & Gutters/Southern Siding & Gutters Dashboard,/shared/Enterprise Analytics/_portal/Sales and GP,PA066258,Enterprise Analytics Analyst,Power User,2023Q4,Week 1,2023-10-01,2023-10-07,1,Patricia Anderson DDS
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Sales and GP,EI077699,NSC IT Senior BI Engineer,Power User,2023Q1,Week 8,2023-02-19,2023-02-25,1,Edward Ibarra
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Sales and GP,EI077699,NSC IT Senior BI Engineer,Power User,2023Q1,Week 9,2023-02-26,2023-03-04,1,Edward Ibarra
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Sales and GP,EI077699,NSC IT Senior BI Engineer,Power User,2024Q1,Week 11,2024-03-11,2024-03-17,1,Edward Ibarra
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Sales and GP,EI077699,NSC IT Senior BI Engineer,Power User,2024Q1,Week 6,2024-02-05,2024-02-11,1,Edward Ibarra
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Sales and GP,TF061497,ABC Branch Manager,Power User,2023Q2,Week 9,2023-05-27,2023-06-02,1,Timothy Fleming
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Merchandising Analytics/National Builder/National Builder Published Dashboards/National Builder Shingles Sold/National Builder Shingles Sold,EI077699,NSC IT Senior BI Engineer,Power User,2024Q1,Week 5,2024-01-29,2024-02-04,1,Edward Ibarra
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Regional Analytics/West Region/District Share/OC Single Sq,JP029277,ABC District Manager,Power User,2024Q2,Week 10,2024-06-03,2024-06-09,1,Joseph Page
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Regional Analytics/West Region/District Share/OC Single Sq,PA066258,Enterprise Analytics Analyst,Power User,2024Q2,Week 10,2024-06-03,2024-06-09,1,Patricia Anderson DDS
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,AM026049,ABC District Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Allison Miles
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,JH002824,ABC Branch Manager,Power User,2024Q2,Week 4,2024-04-22,2024-04-28,1,Jimmy Hughes
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/Regional Analytics/Northeast/Shingle Sales by Branch by Brand/Shingle Sales by Branch by Brand,MB002328,Vice President NE Region,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Megan Blackwell
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/Regional Analytics/Regional Reports/Regional Inventory Supply,CM080257,Controller,Power User,2024Q2,Week 6,2024-05-06,2024-05-12,1,Cynthia Mckenzie
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Average Recovery,EI077699,NSC IT Senior BI Engineer,Power User,2024Q2,Week 9,2024-05-27,2024-06-02,1,Edward Ibarra
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,BW033277,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Bradley White
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,HC013428,ABC Branch Manager,Power User,2024Q2,Week 11,2024-06-10,2024-06-16,1,Hannah Cooley
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,JC077990,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Jason Cole
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,JH060804,ABC Branch Manager,Power User,2024Q2,Week 10,2024-06-03,2024-06-09,1,James Hammond
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,JH060804,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,James Hammond
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,JJ032549,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,James Jensen
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,JJ051652,ABC Branch Manager,Power User,2024Q2,Week 5,2024-04-29,2024-05-05,1,Jonathan Jackson
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,JS024654,ABC Branch Manager,Power User,2024Q2,Week 9,2024-05-27,2024-06-02,1,Jonathan Stewart
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,KW009980,ABC Branch Manager,Power User,2024Q2,Week 8,2024-05-20,2024-05-26,1,Karen Williams
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,PC032868,ABC Branch Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Patrick Curry
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,RJ003302,ABC Branch Manager,Regular User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Randall Johnson
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,SA024902,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Susan Acosta
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,SM078006,ABC Branch Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Sarah Morrison
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,WW005048,ABC Branch Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,William Walters
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Management,JD026051,ABC Branch Manager,Power User,2024Q2,Week 6,2024-05-06,2024-05-12,1,Jose Decker
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Management,MC032286,ABC Branch Manager,Power User,2024Q2,Week 11,2024-06-10,2024-06-16,1,Michael Compton
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Management,TS060091,ABC Branch Manager,Power User,2024Q2,Week 5,2024-04-29,2024-05-05,1,Tyler Sutton
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Management,WB033751,ABC Branch Manager,Power User,2024Q2,Week 8,2024-05-20,2024-05-26,1,William Bright
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,DW011315,ABC District Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Daniel Washington
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Net Net Average Recovery,AM026049,ABC District Manager,Power User,2024Q2,Week 9,2024-05-27,2024-06-02,1,Allison Miles
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,MH019547,ABC District Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Michael Henry
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,ND059680,Controller,Power User,2024Q2,Week 12,2024-06-17,2024-06-23,1,Nicole Davis
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,AA074138,ABC Branch Manager,Power User,2024Q2,Week 5,2024-04-29,2024-05-05,1,Angel Anthony
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,AC054091,ABC Branch Manager,Regular User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Ashley Chen
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,AS078353,ABC Branch Manager,Power User,2024Q2,Week 11,2024-06-10,2024-06-16,1,Alexandra Schultz
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,CG057266,ABC Branch Manager,Power User,2024Q2,Week 1,2024-04-01,2024-04-07,1,Christopher Grant
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,CG057266,ABC Branch Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Christopher Grant
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,DR011163,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Destiny Ruiz
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,DW011315,ABC District Manager,Power User,2024Q2,Week 8,2024-05-20,2024-05-26,1,Daniel Washington
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,EA070552,ABC Branch Manager,Regular User,2024Q2,Week 11,2024-06-10,2024-06-16,1,Eric Aguilar
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,HS023695,ABC Branch Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Heidi Shea
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,KA009698,ABC Branch Manager,Power User,2024Q2,Week 5,2024-04-29,2024-05-05,1,Katherine Aguilar
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,KH021302,Enterprise Analytics Analyst,Power User,2024Q2,Week 6,2024-05-06,2024-05-12,1,Katherine Howard
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,KR066724,ABC Branch Manager,Power User,2024Q2,Week 11,2024-06-10,2024-06-16,1,Kaitlyn Ramirez
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,KR066724,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Kaitlyn Ramirez
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,LT022003,ABC District Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Lisa Thornton
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,MH019547,ABC District Manager,Power User,2024Q2,Week 12,2024-06-17,2024-06-23,1,Michael Henry
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,MJ035369,EA Product Owner Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Mr. Jose Henry
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,MW021147,ABC Branch Manager,Regular User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Mark Wilson
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,ND024889,ABC Branch Manager,Regular User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Nicholas Daniel
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,ND024889,ABC Branch Manager,Regular User,2024Q2,Week 4,2024-04-22,2024-04-28,1,Nicholas Daniel
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,ND024889,ABC Branch Manager,Regular User,2024Q2,Week 7,2024-05-13,2024-05-19,1,Nicholas Daniel
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,PA020877,ABC District Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Peter Alvarez
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,RB009545,ABC Branch Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Richard Bowen
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,RM035735,ABC Branch Manager,Power User,2024Q2,Week 5,2024-04-29,2024-05-05,1,Randy Mckee
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,RS071179,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Robert Sellers
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,SA032143,ABC Branch Manager,Power User,2024Q2,Week 4,2024-04-22,2024-04-28,1,Sherry Alexander
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,SB018948,ABC Branch Manager,Power User,2024Q2,Week 10,2024-06-03,2024-06-09,1,Sandra Brown
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,SB018948,ABC Branch Manager,Power User,2024Q2,Week 6,2024-05-06,2024-05-12,1,Sandra Brown
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,SH035719,ABC Branch Manager,Regular User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Shawn Holmes
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,TF009582,ABC Branch Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Tommy Flores
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,TG021676,ABC Branch Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Terry Garcia
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,TG021676,ABC Branch Manager,Power User,2024Q2,Week 8,2024-05-20,2024-05-26,1,Terry Garcia
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,TK054633,ABC Branch Manager,Power User,2024Q2,Week 4,2024-04-22,2024-04-28,1,Timothy Kerr
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,WZ035631,ABC Branch Manager,Power User,2024Q2,Week 12,2024-06-17,2024-06-23,1,William Zhang
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,WZ035631,ABC Branch Manager,Power User,2024Q2,Week 4,2024-04-22,2024-04-28,1,William Zhang
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales & Mix Adjusted Net Net GP,AM026049,ABC District Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Allison Miles
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,AF036301,ABC Branch Manager,Regular User,2024Q2,Week 7,2024-05-13,2024-05-19,1,Angela Frederick
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,AH073011,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Andrea Harrell
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,AJ020884,ABC District Manager,Power User,2024Q2,Week 11,2024-06-10,2024-06-16,1,Anthony Jacobs
/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Northeast/Chris Van Mol - J A Myers Building/Chris Van Mol - J A Myers Build,/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Chris Wagner - Firestone Quarterly Reports/Chris Wagner - Fireston,/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Cody Herring - Guy Roofing/Cody Herring - Guy Roofing Quarterly Re,PA066258,Enterprise Analytics Analyst,Power User,2023Q3,Week 1,2023-07-01,2023-07-07,1,Patricia Anderson DDS
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,AM026049,ABC District Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Allison Miles
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,AS035873,ABC Branch Manager,Power User,2024Q2,Week 1,2024-04-01,2024-04-07,1,Andrew Smith
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,AS035873,ABC Branch Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Andrew Smith
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,AS064294,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Austin Schultz
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,BE013661,ABC Branch Manager,Regular User,2024Q2,Week 10,2024-06-03,2024-06-09,1,Brooke Escobar
/shared/EA Specialists/Customer/Private Rebates/Quarterly Private Rebates/Southeast/Chris Wagner - Firestone Quarterly Reports/Chris Wagner - Fireston,/shared/EA Specialists/Customer/Private Rebates/Monthly Private Rebates/Southeast/Southern Siding & Gutters/Southern Siding & Gutters Dashboard,/shared/Enterprise Analytics/_portal/Inventory Analytics,PA066258,Enterprise Analytics Analyst,Power User,2023Q2,Week 12,2023-06-17,2023-06-23,1,Patricia Anderson DDS
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,BT010858,ABC District Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Brittney Thomas
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,CG057266,ABC Branch Manager,Power User,2024Q2,Week 4,2024-04-22,2024-04-28,1,Christopher Grant
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,CJ007304,ABC Branch Manager,Power User,2024Q2,Week 11,2024-06-10,2024-06-16,1,Connor James
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,CJ007304,ABC Branch Manager,Power User,2024Q2,Week 12,2024-06-17,2024-06-23,1,Connor James
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,CJ007304,ABC Branch Manager,Power User,2024Q2,Week 5,2024-04-29,2024-05-05,1,Connor James
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,DR010129,ABC District Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Derek Robertson
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,EH023522,ABC Branch Manager,Regular User,2024Q2,Week 8,2024-05-20,2024-05-26,1,Eric Harris
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,ES093623,ABC Branch Manager,Casual User,2024Q2,Week 9,2024-05-27,2024-06-02,1,Erik Stuart
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,GC017645,ABC Branch Manager,Regular User,2024Q2,Week 4,2024-04-22,2024-04-28,1,Glenda Cook
